Episode,Reward,Steps,Loss,Avg_Q,Epsilon,Success,Collision,Termination,Obstacle_Count
262,-14.0,10,28.948915481567383,14.431169509887695,0.45649530932643506,0,1,Collision,8
263,60.0,50,11.410687446594238,15.811059951782227,0.45512582339845575,1,0,Success,8
264,-16.0,21,6.000670909881592,1.0918172597885132,0.45376044592826037,0,1,Collision,8
265,68.0,41,26.657670974731445,17.449827194213867,0.4523991645904756,1,0,Success,8
266,-17.0,29,17.556058883666992,7.072196960449219,0.45104196709670413,0,1,Collision,8
267,-20.0,19,14.39880657196045,9.522100448608398,0.449688841195414,0,1,Collision,8
268,-14.0,5,30.85930633544922,14.857492446899414,0.4483397746718278,0,1,Collision,8
269,-13.0,19,9.377741813659668,15.918509483337402,0.4469947553478123,0,1,Collision,8
270,-14.0,17,8.51936149597168,14.725214004516602,0.44565377108176885,0,1,Collision,8
271,-20.0,15,9.333229064941406,9.124263763427734,0.44431680976852356,0,1,Collision,8
272,59.0,32,40.73967361450195,17.019073486328125,0.44298385933921797,1,0,Success,8
273,-12.0,17,21.38642692565918,5.952846527099609,0.4416549077612003,0,1,Collision,8
274,-9.0,96,3.5906076431274414,15.681437492370605,0.4403299430379167,0,1,Collision,8
275,2.0,44,26.02415657043457,15.422576904296875,0.43900895320880295,0,1,Collision,8
276,70.0,35,28.08667755126953,18.017242431640625,0.43769192634917653,1,0,Success,8
277,-22.0,12,7.130249500274658,16.878116607666016,0.436378850570129,0,1,Collision,8
278,-16.0,9,35.40656661987305,15.476322174072266,0.4350697140184186,0,1,Collision,8
279,-12.0,12,2.8027825355529785,16.325450897216797,0.43376450487636337,0,1,Collision,8
280,-7.0,18,14.54730224609375,17.103282928466797,0.43246321136173427,0,1,Collision,8
281,-13.0,17,10.317724227905273,4.887481689453125,0.43116582172764906,0,1,Collision,8
282,-13.0,11,22.418718338012695,16.569074630737305,0.42987232426246613,0,1,Collision,8
283,-14.0,13,10.06244945526123,16.21268081665039,0.42858270728967873,0,1,Collision,8
284,-2.0,33,46.23379898071289,12.39127254486084,0.4272969591678097,0,1,Collision,8
285,54.0,52,17.786212921142578,17.85523223876953,0.4260150682903063,1,0,Success,8
286,-13.0,19,14.479354858398438,16.903852462768555,0.4247370230854354,0,1,Collision,8
287,-15.0,25,12.610734939575195,3.411620616912842,0.4234628120161791,0,1,Collision,8
288,-9.0,16,7.175642967224121,16.38381576538086,0.42219242358013054,0,1,Collision,8
289,-11.0,13,11.875591278076172,14.43384075164795,0.4209258463093902,0,1,Collision,8
290,-15.0,15,35.25166320800781,3.717042922973633,0.419663068770462,0,1,Collision,8
291,-10.0,15,27.911117553710938,10.804373741149902,0.4184040795641506,0,1,Collision,8
292,-11.0,27,26.441186904907227,11.764404296875,0.41714886732545814,0,1,Collision,8
293,-9.0,58,4.92142391204834,4.43005895614624,0.41589742072348174,0,1,Collision,8
294,-7.0,20,17.996360778808594,17.631641387939453,0.4146497284613113,0,1,Collision,8
295,-13.0,13,17.81560516357422,14.310526847839355,0.41340577927592737,0,1,Collision,8
296,-11.0,12,3.849006414413452,6.448192596435547,0.41216556193809956,0,1,Collision,8
297,81.0,63,28.76065444946289,18.9515380859375,0.41092906525228523,1,0,Success,8
298,-15.0,59,4.76439094543457,1.8629754781723022,0.40969627805652836,0,1,Collision,8
299,-7.0,57,37.00065612792969,11.805028915405273,0.40846718922235875,0,1,Collision,8
300,-15.0,11,6.723736763000488,17.602705001831055,0.40724178765469166,0,1,Collision,8
301,-23.0,29,18.870426177978516,6.795351982116699,0.4060200622917276,0,1,Collision,8
302,-13.0,12,2.5238819122314453,17.675247192382812,0.4048020021048524,0,1,Collision,8
303,-17.0,20,23.335702896118164,17.449190139770508,0.40358759609853784,0,1,Collision,8
304,66.0,39,18.95029640197754,16.013290405273438,0.4023768333102422,1,0,Success,8
305,-20.0,27,12.423609733581543,5.559010982513428,0.4011697028103115,0,1,Collision,8
306,-16.0,19,10.260770797729492,18.530975341796875,0.3999661937018806,0,1,Collision,8
307,-18.0,5,14.616633415222168,18.530975341796875,0.39876629512077494,0,1,Collision,8
308,74.0,40,6.740253448486328,20.373016357421875,0.3975699962354126,1,0,Success,8
309,-13.0,15,5.481316566467285,2.9236912727355957,0.3963772862467064,0,1,Collision,8
310,-21.0,16,40.08548355102539,6.362536430358887,0.39518815438796623,0,1,Collision,8
311,68.0,40,5.4320478439331055,20.657052993774414,0.3940025899248023,1,0,Success,8
312,-6.0,18,54.27851867675781,17.170223236083984,0.3928205821550279,0,1,Collision,8
313,2.0,31,9.352682113647461,12.10675048828125,0.39164212040856283,0,1,Collision,8
314,-10.0,9,4.565380096435547,17.449506759643555,0.39046719404733715,0,1,Collision,8
315,65.0,34,11.272228240966797,19.728185653686523,0.38929579246519513,1,0,Success,8
316,-11.0,13,3.6726903915405273,16.533876419067383,0.38812790508779954,0,1,Collision,8
317,-13.0,24,29.018375396728516,17.834217071533203,0.38696352137253615,0,1,Collision,8
318,68.0,27,3.1312930583953857,18.33778953552246,0.38580263080841853,1,0,Success,8
319,-8.0,40,12.932315826416016,13.01077938079834,0.3846452229159933,0,1,Collision,8
320,64.0,55,4.5980329513549805,21.185956954956055,0.3834912872472453,1,0,Success,8
321,-16.0,4,8.761489868164062,19.840652465820312,0.3823408133855036,0,1,Collision,8
322,-20.0,22,33.187294006347656,17.073368072509766,0.38119379094534706,0,1,Collision,8
323,-21.0,22,5.74254846572876,18.4473934173584,0.380050209572511,0,1,Collision,8
324,-14.0,15,36.90287780761719,18.534421920776367,0.3789100589437935,0,1,Collision,8
325,-15.0,29,56.887752532958984,17.814138412475586,0.3777733287669621,0,1,Collision,8
326,-6.0,12,28.3697566986084,19.15032196044922,0.37664000878066123,0,1,Collision,8
327,52.0,65,6.852240085601807,22.1159725189209,0.37551008875431924,1,0,Success,8
328,-15.0,14,26.008081436157227,15.301811218261719,0.37438355848805627,0,1,Collision,8
329,-2.0,35,13.732735633850098,19.815717697143555,0.3732604078125921,0,1,Collision,8
330,-11.0,12,32.05595779418945,18.699764251708984,0.37214062658915437,0,1,Collision,8
331,-12.0,22,8.920884132385254,13.473045349121094,0.3710242047093869,0,1,Collision,8
332,-18.0,10,42.309383392333984,19.327360153198242,0.3699111320952587,0,1,Collision,8
333,-17.0,17,9.363763809204102,18.703832626342773,0.36880139869897294,0,1,Collision,8
334,-11.0,14,31.048656463623047,20.03619384765625,0.367694994502876,0,1,Collision,8
335,-12.0,26,46.39581298828125,18.838632583618164,0.3665919095193674,0,1,Collision,8
336,-16.0,13,5.863894462585449,18.353450775146484,0.36549213379080925,0,1,Collision,8
337,-13.0,24,24.84385871887207,19.360286712646484,0.3643956573894368,0,1,Collision,8
338,-22.0,40,7.729291915893555,3.5007338523864746,0.3633024704172685,0,1,Collision,8
339,-12.0,11,7.779587268829346,19.33209991455078,0.3622125630060167,0,1,Collision,8
340,-18.0,17,33.57707977294922,18.853073120117188,0.3611259253169986,0,1,Collision,8
341,-19.0,13,10.947929382324219,4.938085556030273,0.3600425475410476,0,1,Collision,8
342,-9.0,14,14.54897689819336,16.91059684753418,0.3589624198984244,0,1,Collision,8
343,-7.0,26,49.73057556152344,7.09992790222168,0.35788553263872913,0,1,Collision,8
344,-14.0,20,19.541257858276367,19.949485778808594,0.35681187604081294,0,1,Collision,8
345,-16.0,5,26.052743911743164,22.365299224853516,0.3557414404126905,0,1,Collision,8
346,-17.0,22,16.59040641784668,7.642650604248047,0.35467421609145244,0,1,Collision,8
347,-14.0,16,28.61541748046875,7.362360000610352,0.35361019344317807,0,1,Collision,8
348,-13.0,15,4.235980987548828,4.707698345184326,0.35254936286284855,0,1,Collision,8
349,-8.0,19,25.950695037841797,19.673601150512695,0.35149171477426,0,1,Collision,8
350,-13.0,39,8.883069038391113,15.21972942352295,0.3504372396299372,0,1,Collision,8
351,-17.0,22,32.35936737060547,12.126028060913086,0.3493859279110474,0,1,Collision,8
352,65.0,39,7.261134147644043,22.421279907226562,0.34833777012731426,1,0,Success,8
353,-7.0,31,9.989239692687988,15.187212944030762,0.34729275681693234,0,1,Collision,8
354,-8.0,18,5.438314437866211,19.845230102539062,0.3462508785464815,0,1,Collision,8
355,-20.0,18,3.9288153648376465,21.33349609375,0.34521212591084205,0,1,Collision,8
356,54.0,57,5.932214260101318,23.48815155029297,0.34417648953310953,1,0,Success,8
357,67.0,52,30.887069702148438,24.089202880859375,0.3431439600645102,1,0,Success,8
358,59.0,48,18.02912139892578,22.572568893432617,0.34211452818431665,1,0,Success,8
359,69.0,41,6.421459197998047,20.697982788085938,0.3410881845997637,1,0,Success,8
360,-14.0,12,14.298262596130371,21.40133285522461,0.3400649200459644,0,1,Collision,8
361,-25.0,25,54.75898361206055,11.057113647460938,0.3390447252858265,0,1,Collision,8
362,-19.0,24,25.814359664916992,9.446359634399414,0.33802759110996905,0,1,Collision,8
363,-16.0,6,9.136284828186035,23.35430908203125,0.3370135083366391,0,1,Collision,8
364,-24.0,33,59.20770263671875,15.944838523864746,0.3360024678116292,0,1,Collision,8
365,-17.0,11,26.68793487548828,23.232601165771484,0.3349944604081943,0,1,Collision,8
366,-10.0,33,35.562660217285156,20.604660034179688,0.33398947702696974,0,1,Collision,8
367,-13.0,13,20.37879180908203,22.043014526367188,0.3329875085958888,0,1,Collision,8
368,-16.0,7,5.174278736114502,4.001926422119141,0.33198854607010114,0,1,Collision,8
369,-14.0,17,27.566612243652344,22.52499771118164,0.33099258043189084,0,1,Collision,8
370,-8.0,13,18.52901268005371,22.297222137451172,0.32999960269059514,0,1,Collision,8
371,-15.0,53,44.36075973510742,7.687734603881836,0.32900960388252337,0,1,Collision,8
372,-16.0,22,27.103736877441406,22.566213607788086,0.3280225750708758,0,1,Collision,8
373,61.0,42,5.226654052734375,26.028167724609375,0.32703850734566314,1,0,Success,8
374,-13.0,14,14.18971061706543,11.909491539001465,0.32605739182362614,0,1,Collision,8
375,59.0,50,5.098262310028076,23.326406478881836,0.3250792196481553,1,0,Success,8
376,-22.0,37,6.733742713928223,6.8422040939331055,0.3241039819892108,0,1,Collision,8
377,-19.0,47,9.097909927368164,14.189387321472168,0.32313167004324317,0,1,Collision,8
378,-11.0,18,21.613330841064453,23.080432891845703,0.32216227503311345,0,1,Collision,8
379,-12.0,13,5.165678024291992,21.89337730407715,0.3211957882080141,0,1,Collision,8
380,-5.0,36,18.522125244140625,25.150768280029297,0.32023220084339005,0,1,Collision,8
381,-5.0,57,6.190707683563232,23.237403869628906,0.31927150424085987,0,1,Collision,8
382,80.0,55,36.29326629638672,26.061370849609375,0.3183136897281373,1,0,Success,8
383,-15.0,23,5.1073808670043945,24.113548278808594,0.31735874865895286,0,1,Collision,8
384,-1.0,21,12.905492782592773,19.101139068603516,0.316406672412976,0,1,Collision,8
385,-10.0,32,15.405938148498535,23.124616622924805,0.3154574523957371,0,1,Collision,8
386,-16.0,6,9.094675064086914,24.826290130615234,0.3145110800385499,0,1,Collision,8
387,-4.0,14,50.21363067626953,25.833555221557617,0.31356754679843424,0,1,Collision,8
388,-37.0,49,12.359615325927734,10.359827041625977,0.31262684415803893,0,1,Collision,8
389,3.0,46,43.6938591003418,22.65679168701172,0.3116889636255648,0,1,Collision,8
390,-12.0,16,8.316665649414062,9.526793479919434,0.3107538967346881,0,1,Collision,8
391,-10.0,8,4.575649261474609,26.683547973632812,0.30982163504448407,0,1,Collision,8
392,-15.0,7,38.263031005859375,24.086238861083984,0.3088921701393506,0,1,Collision,8
393,-14.0,20,9.287795066833496,4.03463077545166,0.30796549362893255,0,1,Collision,8
394,59.0,44,5.7517876625061035,27.162395477294922,0.30704159714804574,1,0,Success,8
395,-13.0,12,12.412273406982422,24.397764205932617,0.3061204723566016,0,1,Collision,8
396,-14.0,15,19.832353591918945,7.9382243156433105,0.3052021109395318,0,1,Collision,8
397,-1.0,26,29.469240188598633,25.163427352905273,0.3042865046067132,0,1,Collision,8
398,-22.0,34,33.32172775268555,15.35950756072998,0.30337364509289305,0,1,Collision,8
399,64.0,24,29.072525024414062,27.803253173828125,0.30246352415761435,1,0,Success,8
400,56.0,45,33.82292556762695,27.803693771362305,0.3015561335851415,1,0,Success,8
401,-16.0,11,4.1961350440979,24.690778732299805,0.30065146518438607,0,1,Collision,8
402,-14.0,15,38.855682373046875,18.464702606201172,0.2997495107888329,0,1,Collision,8
403,-39.0,57,41.04265594482422,9.860413551330566,0.2988502622564664,0,1,Collision,8
404,-29.0,44,4.685792922973633,8.517648696899414,0.29795371146969696,0,1,Collision,8
405,72.0,49,10.118972778320312,27.060585021972656,0.29705985033528787,1,0,Success,8
406,-11.0,12,14.140304565429688,24.02450942993164,0.296168670784282,0,1,Collision,8
407,-12.0,17,22.600204467773438,24.968669891357422,0.29528016477192914,0,1,Collision,8
408,69.0,42,23.720386505126953,28.60562515258789,0.29439432427761336,1,0,Success,8
409,79.0,34,47.5485725402832,27.7763729095459,0.2935111413047805,1,0,Success,8
410,68.0,28,16.745634078979492,26.725318908691406,0.29263060788086614,1,0,Success,8
411,72.0,29,29.783641815185547,28.593154907226562,0.2917527160572235,1,0,Success,8
412,-15.0,7,49.82200622558594,25.123533248901367,0.29087745790905184,0,1,Collision,8
413,-18.0,27,24.76913833618164,24.69256591796875,0.2900048255353247,0,1,Collision,8
414,-7.0,37,26.79136848449707,25.571287155151367,0.28913481105871874,0,1,Collision,8
415,-10.0,10,3.377169370651245,24.979412078857422,0.28826740662554257,0,1,Collision,8
416,-9.0,80,12.898672103881836,20.952167510986328,0.28740260440566595,0,1,Collision,8
417,-15.0,26,64.18196105957031,21.93935203552246,0.28654039659244895,0,1,Collision,8
418,-8.0,39,22.79401397705078,22.54473876953125,0.2856807754026716,0,1,Collision,8
419,67.0,28,4.146631717681885,28.536731719970703,0.2848237330764636,1,0,Success,8
420,-15.0,26,29.991607666015625,23.18090057373047,0.2839692618772342,0,1,Collision,8
421,-33.0,42,40.08650207519531,13.423711776733398,0.2831173540916025,0,1,Collision,8
422,-15.0,28,56.33686828613281,22.39366912841797,0.28226800202932767,0,1,Collision,8
423,-11.0,19,6.6764326095581055,8.01030158996582,0.28142119802323967,0,1,Collision,8
424,70.0,24,74.58800506591797,28.724525451660156,0.28057693442917,1,0,Success,8
425,73.0,28,12.187007904052734,29.910324096679688,0.27973520362588244,1,0,Success,8
426,57.0,44,9.114448547363281,28.869007110595703,0.2788959980150048,1,0,Success,8
427,-3.0,24,26.576282501220703,23.898574829101562,0.2780593100209598,0,1,Collision,8
428,76.0,38,5.686385154724121,29.8800048828125,0.2772251320908969,1,0,Success,8
429,-20.0,4,5.97092342376709,29.8800048828125,0.2763934566946242,0,1,Collision,8
430,-14.0,14,6.7865118980407715,25.793495178222656,0.2755642763245403,0,1,Collision,8
431,-16.0,22,14.34628963470459,24.440969467163086,0.27473758349556665,0,1,Collision,8
432,75.0,24,5.536543846130371,30.399450302124023,0.27391337074507993,1,0,Success,8
433,-8.0,11,28.673595428466797,28.593704223632812,0.2730916306328447,0,1,Collision,8
434,61.0,64,22.161602020263672,31.452125549316406,0.27227235574094616,1,0,Success,8
435,-12.0,15,32.44272232055664,26.20546531677246,0.2714555386737233,0,1,Collision,8
436,-11.0,9,11.371110916137695,29.172096252441406,0.2706411720577021,0,1,Collision,8
437,-13.0,12,21.149513244628906,26.653614044189453,0.269829248541529,0,1,Collision,8
438,78.0,41,13.05799674987793,27.616924285888672,0.2690197607959044,1,0,Success,8
439,64.0,36,18.30880355834961,31.2518310546875,0.26821270151351667,1,0,Success,8
440,-17.0,10,35.0315055847168,27.96333885192871,0.2674080634089761,0,1,Collision,8
441,74.0,28,3.686034679412842,30.56695556640625,0.2666058392187492,1,0,Success,8
442,-17.0,8,4.910123825073242,12.939398765563965,0.26580602170109296,0,1,Collision,8
443,-19.0,9,17.4149227142334,27.613502502441406,0.26500860363598966,0,1,Collision,8
444,6.0,28,5.835866928100586,26.45016860961914,0.2642135778250817,0,1,Collision,8
445,-13.0,13,4.373436450958252,26.737884521484375,0.26342093709160647,0,1,Collision,8
446,-13.0,10,25.784244537353516,25.522136688232422,0.26263067428033166,0,1,Collision,8
447,65.0,38,32.10734939575195,30.93787384033203,0.26184278225749064,1,0,Success,8
448,-3.0,57,41.74632263183594,28.747390747070312,0.26105725391071816,0,1,Collision,8
449,-10.0,32,27.430587768554688,23.332988739013672,0.260274082148986,0,1,Collision,8
450,-12.0,9,21.635108947753906,28.966703414916992,0.2594932599025391,0,1,Collision,8
451,-12.0,14,53.52485656738281,26.2149715423584,0.25871478012283144,0,1,Collision,8
452,-14.0,10,57.7308349609375,28.063701629638672,0.25793863578246295,0,1,Collision,8
453,73.0,41,39.43428039550781,28.528926849365234,0.2571648198751156,1,0,Success,8
454,-12.0,16,4.5871686935424805,12.552282333374023,0.25639332541549026,0,1,Collision,8
455,43.0,77,6.917388916015625,19.015262603759766,0.2556241454392438,1,0,Success,8
456,64.0,43,19.16411590576172,31.36511993408203,0.25485727300292604,1,0,Success,8
457,-5.0,20,8.689083099365234,29.49034881591797,0.25409270118391725,0,1,Collision,8
458,-19.0,27,28.38595199584961,25.704971313476562,0.2533304230803655,0,1,Collision,8
459,-13.0,33,4.572389602661133,9.777338027954102,0.25257043181112443,0,1,Collision,8
460,-14.0,10,15.96347427368164,11.26276969909668,0.25181272051569104,0,1,Collision,8
461,-24.0,38,14.491692543029785,13.338739395141602,0.251057282354144,0,1,Collision,8
462,-17.0,29,16.541278839111328,10.38514518737793,0.25030411050708157,0,1,Collision,8
463,-18.0,24,17.304048538208008,13.926088333129883,0.24955319817556032,0,1,Collision,8
464,-8.0,13,48.6432991027832,28.191608428955078,0.24880453858103363,0,1,Collision,8
465,-12.0,21,38.11494445800781,22.35736083984375,0.24805812496529053,0,1,Collision,8
466,78.0,47,8.287214279174805,32.38042449951172,0.24731395059039465,1,0,Success,8
467,-16.0,20,25.694913864135742,4.447216987609863,0.24657200873862348,0,1,Collision,8
468,-9.0,15,15.581819534301758,29.12070083618164,0.2458322927124076,0,1,Collision,8
469,2.0,32,3.572329044342041,25.055156707763672,0.24509479583427038,0,1,Collision,8
470,59.0,56,24.759490966796875,33.432857513427734,0.24435951144676757,1,0,Success,8
471,72.0,34,10.347823143005371,34.0714111328125,0.24362643291242728,1,0,Success,8
472,-15.0,17,65.33987426757812,28.42953872680664,0.24289555361369,0,1,Collision,8
473,-10.0,9,64.55391693115234,31.89948081970215,0.24216686695284892,0,1,Collision,8
474,78.0,35,57.84777069091797,34.09440231323242,0.24144036635199037,1,0,Success,8
475,79.0,38,12.417619705200195,34.373146057128906,0.24071604525293439,1,0,Success,8
476,-16.0,22,14.585451126098633,25.76698875427246,0.2399938971171756,0,1,Collision,8
477,-12.0,20,39.2758903503418,26.862829208374023,0.23927391542582405,0,1,Collision,8
478,-16.0,9,15.256093978881836,29.660533905029297,0.23855609367954658,0,1,Collision,8
479,-24.0,29,11.545980453491211,12.554007530212402,0.23784042539850794,0,1,Collision,8
480,-17.0,31,8.505350112915039,16.7042236328125,0.2371269041223124,0,1,Collision,8
481,-13.0,10,30.56108283996582,21.793432235717773,0.23641552340994548,0,1,Collision,8
482,-9.0,13,11.444174766540527,23.492046356201172,0.23570627683971565,0,1,Collision,8
483,72.0,32,24.03316307067871,33.32691955566406,0.2349991580091965,1,0,Success,8
484,69.0,53,15.204571723937988,33.31333923339844,0.2342941605351689,1,0,Success,8
485,-20.0,36,54.403289794921875,15.170217514038086,0.23359127805356342,0,1,Collision,8
486,-20.0,13,18.673704147338867,6.35689640045166,0.23289050421940272,0,1,Collision,8
487,-12.0,30,102.46514892578125,30.480527877807617,0.2321918327067445,0,1,Collision,8
488,-22.0,28,6.682926177978516,18.275171279907227,0.23149525720862427,0,1,Collision,8
489,85.0,47,43.32878494262695,33.650508880615234,0.2308007714369984,1,0,Success,8
490,-18.0,48,26.66607666015625,17.386287689208984,0.2301083691226874,0,1,Collision,8
491,-4.0,45,51.837772369384766,20.678586959838867,0.22941804401531934,0,1,Collision,8
492,-10.0,7,10.986408233642578,32.22585678100586,0.2287297898832734,0,1,Collision,8
493,71.0,33,36.229103088378906,32.783050537109375,0.22804360051362357,1,0,Success,8
494,76.0,22,91.19538116455078,34.63495635986328,0.2273594697120827,1,0,Success,8
495,-23.0,37,6.066861152648926,15.834829330444336,0.22667739130294645,0,1,Collision,8
496,71.0,38,33.296260833740234,33.16818618774414,0.22599735912903762,1,0,Success,8
497,72.0,25,14.790234565734863,34.812400817871094,0.2253193670516505,1,0,Success,8
498,-6.0,41,15.07368278503418,10.092782974243164,0.22464340895049556,0,1,Collision,8
499,69.0,45,27.267820358276367,34.10244369506836,0.22396947872364406,1,0,Success,8
500,74.0,74,32.10353088378906,34.717010498046875,0.22329757028747313,1,0,Success,8
501,-14.0,17,3.676509380340576,30.36418914794922,0.2226276775766107,0,1,Collision,8
502,-38.0,72,5.777547836303711,31.61518669128418,0.22195979454388087,0,1,Collision,8
503,70.0,44,26.921615600585938,35.81258773803711,0.22129391516024924,1,0,Success,8
504,-7.0,15,6.999239921569824,17.623538970947266,0.2206300334147685,0,1,Collision,8
505,63.0,66,29.27225685119629,33.77861404418945,0.2199681433145242,1,0,Success,8
506,65.0,38,43.810394287109375,36.585914611816406,0.21930823888458062,1,0,Success,8
507,76.0,37,65.02908325195312,36.0240478515625,0.21865031416792688,1,0,Success,8
508,63.0,59,18.39044952392578,35.710357666015625,0.2179943632254231,1,0,Success,8
509,62.0,62,49.72869110107422,35.314979553222656,0.21734038013574683,1,0,Success,8
510,-15.0,21,14.981182098388672,33.153846740722656,0.21668835899533959,0,1,Collision,8
511,0.0,62,13.99099349975586,31.626564025878906,0.21603829391835358,0,1,Collision,8
512,74.0,23,11.312618255615234,37.77793502807617,0.21539017903659852,1,0,Success,8
513,-24.0,33,76.29754638671875,30.944103240966797,0.21474400849948871,0,1,Collision,8
514,-21.0,26,15.576017379760742,28.73902130126953,0.21409977647399026,0,1,Collision,8
515,59.0,63,14.863180160522461,36.577354431152344,0.21345747714456828,1,0,Success,8
516,-16.0,7,51.84465026855469,31.652996063232422,0.21281710471313459,0,1,Collision,8
517,-4.0,50,29.061086654663086,27.775981903076172,0.2121786533989952,0,1,Collision,8
518,-10.0,7,29.5712890625,34.14221954345703,0.2115421174387982,0,1,Collision,8
519,71.0,20,11.041516304016113,34.58226776123047,0.2109074910864818,1,0,Success,8
520,79.0,47,30.566146850585938,37.20949935913086,0.21027476861322236,1,0,Success,8
521,74.0,24,11.206710815429688,36.92701721191406,0.2096439443073827,1,0,Success,8
522,71.0,32,47.187049865722656,37.235626220703125,0.20901501247446055,1,0,Success,8
523,49.0,69,20.913681030273438,37.61922073364258,0.20838796743703716,1,0,Success,8
